1997,1,6,0.327
1998,9,46,0.277
1999,0,0,0
2000,10,63,0.282
2001,18,48,0.234
2002,20,75,0.272
2003,31,101,0.288
2004,41,139,0.301
2005,47,148,0.3
2006,54,137,0.287
2007,35,117,0.332
2008,23,89,0.264
2009,28,99,0.238
2010,32,102,0.27
2011,29,96,0.309
2012,23,60,0.318
2013,30,103,0.309
2014,35,104,0.263
